"","County","Year","All Months"
"1964","WASHINGTON",2008,50
"1965","WASHINGTON",2009,44
"1966","WASHINGTON",2010,41
"1967","WASHINGTON",2011,37
"1968","WASHINGTON",2012,41
"1969","WASHINGTON",2013,37
"1970","WASHINGTON",2014,37
"1971","WASHINGTON",2015,32
"1972","WASHINGTON",2016,24
"1973","WASHINGTON",2017,23
"1974","WASHINGTON",2018,11
"1975","WATAUGA",1998,49
"1976","WATAUGA",1999,37
"1977","WATAUGA",2000,42
"1978","WATAUGA",2001,85
"1979","WATAUGA",2002,87
"1980","WATAUGA",2003,106
"1981","WATAUGA",2004,94
"1982","WATAUGA",2005,95
"1983","WATAUGA",2006,107
"1984","WATAUGA",2007,131
"1985","WATAUGA",2008,231
"1986","WATAUGA",2009,264
"1987","WATAUGA",2010,355
"1988","WATAUGA",2011,248
"1989","WATAUGA",2012,260
"1990","WATAUGA",2013,185
"1991","WATAUGA",2014,142
"1992","WATAUGA",2015,113
"1993","WATAUGA",2016,89
"1994","WATAUGA",2017,62
"1995","WATAUGA",2018,78
"1996","WAYNE",1998,238
"1997","WAYNE",1999,285
"1998","WAYNE",2000,286
"1999","WAYNE",2001,345
"2000","WAYNE",2002,436
"2001","WAYNE",2003,528
"2002","WAYNE",2004,498
"2003","WAYNE",2005,520
"2004","WAYNE",2006,529
"2005","WAYNE",2007,491
"2006","WAYNE",2008,536
"2007","WAYNE",2009,471
"2008","WAYNE",2010,499
"2009","WAYNE",2011,406
"2010","WAYNE",2012,432
"2011","WAYNE",2013,387
"2012","WAYNE",2014,286
"2013","WAYNE",2015,297
"2014","WAYNE",2016,251
"2015","WAYNE",2017,282
"2016","WAYNE",2018,174
"2017","WILKES",1998,76
"2018","WILKES",1999,91
"2019","WILKES",2000,90
"2020","WILKES",2001,132
"2021","WILKES",2002,178
"2022","WILKES",2003,203
"2023","WILKES",2004,155
"2024","WILKES",2005,215
"2025","WILKES",2006,222
"2026","WILKES",2007,236
"2027","WILKES",2008,257
"2028","WILKES",2009,286
"2029","WILKES",2010,331
"2030","WILKES",2011,276
"2031","WILKES",2012,255
"2032","WILKES",2013,204
"2033","WILKES",2014,160
"2034","WILKES",2015,137
"2035","WILKES",2016,106
"2036","WILKES",2017,104
"2037","WILKES",2018,70
"2038","WILSON",1998,151
"2039","WILSON",1999,136
"2040","WILSON",2000,167
"2041","WILSON",2001,193
"2042","WILSON",2002,315
"2043","WILSON",2003,321
"2044","WILSON",2004,340
"2045","WILSON",2005,366
"2046","WILSON",2006,383
"2047","WILSON",2007,398
"2048","WILSON",2008,402
"2049","WILSON",2009,387
"2050","WILSON",2010,459
"2051","WILSON",2011,302
"2052","WILSON",2012,380
"2053","WILSON",2013,317
"2054","WILSON",2014,285
"2055","WILSON",2015,221
"2056","WILSON",2016,184
"2057","WILSON",2017,206
"2058","WILSON",2018,153
"2059","YADKIN",1998,35
"2060","YADKIN",1999,43
"2061","YADKIN",2000,64
"2062","YADKIN",2001,71
"2063","YADKIN",2002,99
"2064","YADKIN",2003,137
"2065","YADKIN",2004,131
"2066","YADKIN",2005,118
"2067","YADKIN",2006,125
"2068","YADKIN",2007,117
"2069","YADKIN",2008,142
"2070","YADKIN",2009,106
"2071","YADKIN",2010,168
"2072","YADKIN",2011,106
"2073","YADKIN",2012,131
"2074","YADKIN",2013,116
"2075","YADKIN",2014,86
"2076","YADKIN",2015,62
"2077","YADKIN",2016,92
"2078","YADKIN",2017,56
"2079","YADKIN",2018,41
"2080","YANCEY",1998,21
"2081","YANCEY",1999,36
"2082","YANCEY",2000,22
"2083","YANCEY",2001,21
"2084","YANCEY",2002,42
"2085","YANCEY",2003,35
"2086","YANCEY",2004,47
"2087","YANCEY",2005,35
"2088","YANCEY",2006,41
"2089","YANCEY",2007,48
"2090","YANCEY",2008,62
"2091","YANCEY",2009,87
"2092","YANCEY",2010,92
"2093","YANCEY",2011,63
"2094","YANCEY",2012,52
"2095","YANCEY",2013,54
"2096","YANCEY",2014,52
"2097","YANCEY",2015,55
"2098","YANCEY",2016,51
"2099","YANCEY",2017,40
"2100","YANCEY",2018,20
